,year,buying_events_month_x,buying_events_month_y,all_events_month_x,all_events_month_y,first_month_sin,first_month_cos,spent_money_first_month,spent_money_second_month,label
59,2019,1,2.0,3,10.0,-2.4492935982947064e-16,1.0,77.0,98.78999999999999,1
60,2019,1,1.0,27,12.0,-2.4492935982947064e-16,1.0,179.99,54.8,0
61,2019,1,0.0,7,1.0,-2.4492935982947064e-16,1.0,573.05,0.0,0
62,2019,1,1.0,5,16.0,-2.4492935982947064e-16,1.0,77.0,125.0,1
63,2019,1,1.0,9,13.0,-2.4492935982947064e-16,1.0,670.83,429.0,0
64,2019,1,0.0,9,1.0,-2.4492935982947064e-16,1.0,348.0,0.0,1
65,2019,1,2.0,10,11.0,-2.4492935982947064e-16,1.0,175.0,250.34,0
66,2019,2,0.0,12,0.0,-2.4492935982947064e-16,1.0,265.98,0.0,1
67,2019,1,0.0,7,13.0,-2.4492935982947064e-16,1.0,399.0,0.0,0
68,2019,1,0.0,16,9.0,-2.4492935982947064e-16,1.0,19.9,0.0,1
69,2019,1,0.0,5,7.0,-2.4492935982947064e-16,1.0,277.0,0.0,0
70,2019,2,0.0,4,0.0,-2.4492935982947064e-16,1.0,583.87,0.0,0
0,2020,1,0.0,30,2.0,0.49999999999999994,0.8660254037844387,34.98,0.0,0
1,2020,1,2.0,16,28.0,0.49999999999999994,0.8660254037844387,188.0,1610.06,0
2,2020,1,2.0,2,21.0,0.49999999999999994,0.8660254037844387,77.0,524.0,1
3,2020,1,1.0,2,14.0,0.49999999999999994,0.8660254037844387,379.36,89.99,0
4,2020,1,0.0,10,3.0,0.49999999999999994,0.8660254037844387,140.99,0.0,0
5,2020,1,0.0,19,2.0,0.49999999999999994,0.8660254037844387,129.75,0.0,1
6,2020,1,0.0,12,18.0,0.49999999999999994,0.8660254037844387,677.0,0.0,0
7,2020,2,0.0,15,0.0,0.49999999999999994,0.8660254037844387,312.99,0.0,0
8,2020,2,1.0,25,8.0,0.49999999999999994,0.8660254037844387,382.85,229.0,0
9,2020,1,0.0,22,4.0,0.49999999999999994,0.8660254037844387,79.0,0.0,0
10,2020,2,0.0,7,4.0,0.49999999999999994,0.8660254037844387,151.99,0.0,1
11,2020,1,1.0,16,3.0,0.49999999999999994,0.8660254037844387,175.0,429.0,0
12,2020,1,1.0,4,16.0,0.49999999999999994,0.8660254037844387,429.0,129.75,0
13,2020,3,1.0,39,9.0,0.49999999999999994,0.8660254037844387,727.01,77.0,0
14,2020,3,0.0,32,0.0,0.49999999999999994,0.8660254037844387,1484.4,0.0,0
15,2020,3,0.0,10,0.0,0.49999999999999994,0.8660254037844387,654.0,0.0,0
16,2020,2,1.0,14,9.0,0.49999999999999994,0.8660254037844387,478.0,269.0,0
17,2020,1,0.0,23,17.0,0.49999999999999994,0.8660254037844387,939.23,0.0,0
18,2020,1,0.0,4,7.0,0.49999999999999994,0.8660254037844387,259.0,0.0,0
19,2020,2,0.0,13,7.0,0.49999999999999994,0.8660254037844387,354.0,0.0,1
20,2020,1,0.0,5,8.0,0.49999999999999994,0.8660254037844387,97.0,0.0,0
21,2020,1,1.0,8,23.0,0.49999999999999994,0.8660254037844387,479.0,440.0,0
22,2020,2,1.0,6,5.0,0.49999999999999994,0.8660254037844387,1300.83,939.23,0
23,2020,1,1.0,3,18.0,0.49999999999999994,0.8660254037844387,99.99,159.99,0
24,2020,2,1.0,10,2.0,0.49999999999999994,0.8660254037844387,1222.0,77.0,0
25,2020,1,1.0,9,27.0,0.49999999999999994,0.8660254037844387,939.0,449.0,0
26,2020,1,2.0,5,19.0,0.49999999999999994,0.8660254037844387,188.0,778.45,0
27,2020,1,1.0,27,4.0,0.49999999999999994,0.8660254037844387,763.0,239.0,1
28,2020,1,1.0,16,2.0,0.49999999999999994,0.8660254037844387,619.99,58.99,0
29,2020,1,0.0,3,8.0,0.49999999999999994,0.8660254037844387,295.55,0.0,1
30,2020,1,0.0,10,4.0,0.49999999999999994,0.8660254037844387,789.13,0.0,0
31,2020,1,0.0,2,2.0,0.49999999999999994,0.8660254037844387,629.74,0.0,1
32,2020,1,1.0,10,13.0,0.49999999999999994,0.8660254037844387,775.18,429.0,0
33,2020,2,0.0,10,0.0,0.49999999999999994,0.8660254037844387,423.35,0.0,1
34,2020,2,1.0,20,2.0,0.49999999999999994,0.8660254037844387,306.98,77.0,0
35,2020,1,1.0,9,5.0,0.49999999999999994,0.8660254037844387,129.75,361.99,0
36,2020,1,1.0,12,2.0,0.49999999999999994,0.8660254037844387,319.0,58.99,1
37,2020,1,1.0,5,15.0,0.49999999999999994,0.8660254037844387,479.0,299.0,0
38,2020,1,2.0,7,22.0,0.49999999999999994,0.8660254037844387,188.0,896.0,0
39,2020,2,1.0,16,23.0,0.49999999999999994,0.8660254037844387,188.55,299.8,0
40,2020,2,2.0,9,24.0,0.49999999999999994,0.8660254037844387,398.99,112.99000000000001,1
41,2020,1,0.0,14,2.0,0.49999999999999994,0.8660254037844387,199.0,0.0,1
42,2020,1,0.0,10,0.0,0.49999999999999994,0.8660254037844387,112.0,0.0,0
43,2020,1,1.0,15,18.0,0.49999999999999994,0.8660254037844387,269.0,34.9,0
44,2020,1,0.0,8,0.0,0.49999999999999994,0.8660254037844387,349.0,0.0,0
45,2020,1,0.0,8,10.0,0.49999999999999994,0.8660254037844387,799.0,0.0,0
46,2020,1,2.0,28,18.0,0.49999999999999994,0.8660254037844387,655.3,608.75,0
47,2020,1,2.0,12,6.0,0.49999999999999994,0.8660254037844387,58.99,723.9,1
48,2020,1,1.0,8,5.0,0.49999999999999994,0.8660254037844387,188.0,229.0,0
49,2020,2,0.0,6,7.0,0.49999999999999994,0.8660254037844387,274.99,0.0,1
50,2020,1,0.0,10,2.0,0.49999999999999994,0.8660254037844387,199.0,0.0,0
51,2020,1,1.0,10,17.0,0.49999999999999994,0.8660254037844387,197.0,677.0,0
52,2020,1,1.0,5,6.0,0.49999999999999994,0.8660254037844387,43.99,206.99,0
53,2020,1,0.0,8,6.0,0.49999999999999994,0.8660254037844387,869.0,0.0,1
54,2020,2,2.0,13,19.0,0.49999999999999994,0.8660254037844387,998.99,226.09,0
55,2020,1,4.0,27,22.0,0.49999999999999994,0.8660254037844387,440.0,619.99,0
56,2020,1,0.0,7,0.0,0.49999999999999994,0.8660254037844387,939.23,0.0,0
57,2020,1,0.0,9,17.0,0.49999999999999994,0.8660254037844387,619.0,0.0,0
58,2020,3,1.0,20,4.0,0.49999999999999994,0.8660254037844387,806.99,773.0,0
59,2020,1,1.0,7,11.0,0.49999999999999994,0.8660254037844387,69.0,99.99,0
60,2020,1,1.0,3,7.0,0.49999999999999994,0.8660254037844387,788.4,68.09,1
61,2020,1,1.0,17,4.0,0.49999999999999994,0.8660254037844387,43.99,313.85,0
62,2020,1,1.0,10,7.0,0.49999999999999994,0.8660254037844387,58.99,59.0,0
63,2020,2,0.0,22,0.0,0.49999999999999994,0.8660254037844387,77.99000000000001,0.0,0
64,2020,3,0.0,14,1.0,0.49999999999999994,0.8660254037844387,952.89,0.0,0
65,2020,1,2.0,7,12.0,0.49999999999999994,0.8660254037844387,773.0,470.94,0
66,2020,2,1.0,29,10.0,0.49999999999999994,0.8660254037844387,229.54000000000002,43.99,0
67,2020,1,3.0,2,19.0,0.49999999999999994,0.8660254037844387,58.99,724.99,0
68,2020,1,0.0,12,8.0,0.49999999999999994,0.8660254037844387,429.0,0.0,0
69,2020,1,0.0,5,0.0,0.49999999999999994,0.8660254037844387,479.0,0.0,0
70,2020,3,1.0,19,23.0,0.49999999999999994,0.8660254037844387,1169.99,548.97,0
71,2020,1,0.0,21,9.0,0.49999999999999994,0.8660254037844387,79.0,0.0,0
72,2020,2,1.0,16,11.0,0.49999999999999994,0.8660254037844387,892.13,95.0,0
73,2020,1,0.0,3,0.0,0.49999999999999994,0.8660254037844387,34.98,0.0,0
74,2020,1,0.0,8,0.0,0.49999999999999994,0.8660254037844387,449.0,0.0,0
75,2020,1,0.0,16,2.0,0.49999999999999994,0.8660254037844387,277.0,0.0,0
76,2020,2,1.0,10,3.0,0.49999999999999994,0.8660254037844387,98.78999999999999,699.0,0
77,2020,2,0.0,13,4.0,0.49999999999999994,0.8660254037844387,557.99,0.0,0
78,2020,1,0.0,12,14.0,0.49999999999999994,0.8660254037844387,54.8,0.0,0
79,2020,1,0.0,7,3.0,0.49999999999999994,0.8660254037844387,69.99,0.0,1
80,2020,1,1.0,16,19.0,0.49999999999999994,0.8660254037844387,125.0,849.0,0
81,2020,1,0.0,13,1.0,0.49999999999999994,0.8660254037844387,429.0,0.0,0
82,2020,1,0.0,3,0.0,0.49999999999999994,0.8660254037844387,788.4,0.0,0
83,2020,2,0.0,11,4.0,0.49999999999999994,0.8660254037844387,250.34,0.0,1
84,2020,1,1.0,12,14.0,0.49999999999999994,0.8660254037844387,14.6,97.0,0
85,2020,1,1.0,9,8.0,0.49999999999999994,0.8660254037844387,288.44,197.0,0
0,2020,2,0.0,28,4.0,0.8660254037844386,0.5000000000000001,1610.06,0.0,0
1,2020,1,2.0,24,15.0,0.8660254037844386,0.5000000000000001,279.99,170.94,0
2,2020,2,1.0,21,4.0,0.8660254037844386,0.5000000000000001,524.0,699.0,0
3,2020,1,0.0,20,11.0,0.8660254037844386,0.5000000000000001,775.18,0.0,1
4,2020,1,0.0,14,0.0,0.8660254037844386,0.5000000000000001,89.99,0.0,1
5,2020,2,1.0,7,8.0,0.8660254037844386,0.5000000000000001,96.89,179.0,1
6,2020,1,0.0,9,0.0,0.8660254037844386,0.5000000000000001,677.0,0.0,0
7,2020,1,0.0,9,0.0,0.8660254037844386,0.5000000000000001,155.44,0.0,0
8,2020,2,0.0,12,0.0,0.8660254037844386,0.5000000000000001,79.98,0.0,1
9,2020,1,0.0,8,0.0,0.8660254037844386,0.5000000000000001,229.0,0.0,0
10,2020,1,2.0,2,18.0,0.8660254037844386,0.5000000000000001,229.0,829.9799999999999,0
11,2020,1,1.0,5,3.0,0.8660254037844386,0.5000000000000001,129.0,43.99,0
12,2020,1,2.0,21,25.0,0.8660254037844386,0.5000000000000001,45.0,1008.0,0
13,2020,1,1.0,8,11.0,0.8660254037844386,0.5000000000000001,179.0,670.0,0
14,2020,2,1.0,8,7.0,0.8660254037844386,0.5000000000000001,357.99,247.27,1
15,2020,1,0.0,3,0.0,0.8660254037844386,0.5000000000000001,429.0,0.0,0
16,2020,1,0.0,16,7.0,0.8660254037844386,0.5000000000000001,129.75,0.0,1
17,2020,1,0.0,16,1.0,0.8660254037844386,0.5000000000000001,139.0,0.0,1
18,2020,1,0.0,10,0.0,0.8660254037844386,0.5000000000000001,37.9,0.0,0
19,2020,1,1.0,9,18.0,0.8660254037844386,0.5000000000000001,77.0,319.0,0
20,2020,1,0.0,4,8.0,0.8660254037844386,0.5000000000000001,43.99,0.0,0
21,2020,1,0.0,7,10.0,0.8660254037844386,0.5000000000000001,773.0,0.0,0
22,2020,1,1.0,2,19.0,0.8660254037844386,0.5000000000000001,77.0,148.48,0
23,2020,1,0.0,10,12.0,0.8660254037844386,0.5000000000000001,58.99,0.0,0
24,2020,1,0.0,9,4.0,0.8660254037844386,0.5000000000000001,269.0,0.0,0
25,2020,2,1.0,14,20.0,0.8660254037844386,0.5000000000000001,676.0,77.0,0
26,2020,2,0.0,26,0.0,0.8660254037844386,0.5000000000000001,215.0,0.0,1
27,2020,1,1.0,23,2.0,0.8660254037844386,0.5000000000000001,440.0,43.99,0
28,2020,1,1.0,5,9.0,0.8660254037844386,0.5000000000000001,939.23,197.0,0
29,2020,1,2.0,9,26.0,0.8660254037844386,0.5000000000000001,90.0,96.0,0
